,task_1,task_1,task_2,task_2,task_3,task_3,task_4,task_4,task_5,task_5,task_6,task_6,task_7,task_7,task_8,task_8,task_9,task_9,task_10,task_10
27963,['Smooth'],['Featured or Disk'],['Round'],,,['Edge On Disk (No)'],['Merging (Minor Disturbance)'],['Merging (None)'],,,,['Weak Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)']
27964,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)']
27965,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (cannot tell)'],,['Central Bulge (Small)']
27966,,,['Round'],['In Between'],,,,,,,,,,,,,,,,
27967,,,,,,,,,,,['No Bar'],['Weak Bar'],['Spiral Arms (No)'],['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (2)'],['Central Bulge (Large)'],['Central Bulge (Moderate)']
27968,,,,,,,,,,,,,,,,,,,,
27969,,,,,,,,,,,,,,,,,,,,
27970,,,,,,,,,,,,,,,,,,,,
27971,,,,,,,,,,,,,,,,,,,,
27972,['Smooth'],['Featured or Disk'],['Round'],,,['Edge On Disk (No)'],['Merging (Merger)'],['Merging (None)'],,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)']
27973,,,,,,,['Merging (Major Disturbance)'],['Merging (Minor Disturbance)'],,,,,,,['Spiral Winding (Tight)'],['Spiral Winding (Medium)'],,,,
27974,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
27975,,,,,,,,,,,,,,,,,,,,
27976,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)']
27977,,,,,,,,,,,,,,,,,,,,
27978,,,,,,,,,,,,,,,,,,,,
27979,,,,,,,,,,,,,,,,,['Spiral Arms (3)'],['Spiral Arms (2)'],,
27980,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
27981,['Featured or Disk'],['Smooth'],,['In Between'],['Edge On Disk (No)'],,['Merging (None)'],['Merging (Minor Disturbance)'],,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (cannot tell)'],,['Central Bulge (Small)'],
27982,,,['Round'],['In Between'],,,,,,,,,,,,,,,,
27983,,,,,,,,,,,,,,,,,,,,
27984,,,,,,,,,,,,,['Spiral Arms (No)'],['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,
27985,,,,,,,,,,,,,,,,,,,,
27986,,,,,,,,,,,,,,,,,,,,
27987,,,,,,,,,,,,,,,,,,,,
27988,,,,,,,,,,,,,,,,,,,,
27989,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
27990,,,['Round'],['In Between'],,,,,,,,,,,,,,,,
27991,,,,,,,,,,,,,,,,,['Spiral Arms (cannot tell)'],['Spiral Arms (2)'],,
27992,,,,,,,,,,,,,,,,,,,,
27993,,,['In Between'],['Round'],,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
27994,,,,,,,['Merging (None)'],['Merging (Minor Disturbance)'],,,,,,,,,,,,
27995,,,,,,,,,,,,,,,,,,,,
27996,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
27997,,,,,,,,,,,['Weak Bar'],['No Bar'],,,,,,,,
27998,,,,,,,,,,,,,,,,,,,,
27999,,,,,,,,,,,,,,,,,,,,
28000,['Smooth'],['Featured or Disk'],['Round'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (2)'],,['Central Bulge (Small)']
28001,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],['Merging (Minor Disturbance)'],['Merging (None)'],,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (2)'],,['Central Bulge (Small)']
28002,,,,,,,,,,,,,,,,,,,,
28003,,,,,,,,,,,,,,,,,,,,
28004,,,,,,,,,,,,,,,,,,,,
28005,,,,,,,,,,,,,,,,,,,,
28006,,,,,,,,,,,,,,,,,,,,
28007,,,,,,,,,,,,,,,,,,,,
28008,,,,,,,,,,,,,['Spiral Arms (No)'],['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (2)'],['Central Bulge (Small)'],['Central Bulge (Moderate)']
28009,,,,,,,,,,,,,,,,,,,,
28010,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28011,,,,,,,,,,,,,,,,,,,,
28012,,,,,,,,,,,,,,,['Spiral Winding (Medium)'],['Spiral Winding (Tight)'],['Spiral Arms (3)'],['Spiral Arms (2)'],,
28013,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28014,,,['Round'],['In Between'],,,,,,,,,,,,,,,,
28015,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
28016,,,,,,,,,,,,,,,,,,,,
28017,['Featured or Disk'],['Smooth'],,['Round'],['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)'],
28018,,,['Round'],['In Between'],,,,,,,,,,,,,,,,
28019,,,,,,,,,,,,,,,,,,,,
28020,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (cannot tell)'],,['Central Bulge (Small)']
28021,,,,,,,,,,,,,,,,,,,,
28022,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
28023,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
28024,,,,,,,,,,,,,,,,,,,,
28025,['Featured or Disk'],['Smooth'],,['In Between'],['Edge On Disk (No)'],,,,,,['Weak Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Loose)'],,['Spiral Arms (2)'],,['Central Bulge (Small)'],
28026,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (cannot tell)'],,['Central Bulge (Small)']
28027,['Artifact'],['Smooth'],,['In Between'],,,,['Merging (None)'],,,,,,,,,,,,
28028,,,,,,,,,,,,,,,,,,,,
28029,,,,,,,,,,,,,,,,,,,,
28030,,,,,,,,,,,,,,,,,,,,
28031,,,,,,,,,,,,,,,,,,,,
28032,,,,,,,,,,,,,,,,,,,,
28033,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],['Merging (Minor Disturbance)'],['Merging (None)'],,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (cannot tell)'],,['Central Bulge (Small)']
28034,,,,,,,,,,,,,,,,,,,,
28035,,,,,,,,,,,,,,,,,,,,
28036,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (Yes)'],,,,['Bulge (Rounded)'],,,,,,,,,,
28037,,,,,,,,,,,,,,,['Spiral Winding (Medium)'],['Spiral Winding (Loose)'],['Spiral Arms (1)'],['Spiral Arms (2)'],['Central Bulge (Small)'],['Central Bulge (None)']
28038,['Featured or Disk'],['Smooth'],,['In Between'],['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)'],
28039,,,,,['Edge On Disk (No)'],['Edge On Disk (Yes)'],,,,['Bulge (Rounded)'],['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Loose)'],,['Spiral Arms (2)'],,['Central Bulge (Small)'],
28040,,,,,,,,,,,,,,,,,,,,
28041,,,,,,,,,,,,,,,,,,,,
28042,,,,,,,,,,,,,,,,,,,,
28043,,,,,,,,,,,,,,,,,,,,
28044,,,,,,,,,,,,,,,,,,,,
28045,,,['Cigar Shaped'],['In Between'],,,,,,,,,,,,,,,,
28046,,,,,,,,,,,,,,,,,,,,
28047,,,,,,,,,,,,,,,,,,,,
28048,,,,,,,,,,,,,,,,,,,,
28049,,,,,,,,,,,,,,,,,,,,
28050,,,,,,,,,,,,,,,,,,,,
28051,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28052,,,,,,,,,,,,,,,,,,,,
28053,,,,,,,,,,,,,,,,,,,,
28054,,,,,,,,,,,,,,,,,,,,
28055,,,,,,,,,,,,,,,,,,,,
28056,['Smooth'],['Artifact'],['In Between'],,,,['Merging (None)'],,,,,,,,,,,,,
28057,['Featured or Disk'],['Smooth'],,['Cigar Shaped'],['Edge On Disk (Yes)'],,,,['Bulge (None)'],,,,,,,,,,,
28058,,,,,,,,,,,,,,,,,,,,
28059,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
28060,,,,,,,,,,,,,,,,,,,,
28061,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28062,,,,,,,,,,,['Strong Bar'],['No Bar'],,,,,,,,
28063,,,,,,,,,,,,,,,,,,,,
28064,,,,,,,,,,,,,,,,,,,,
28065,,,,,,,,,,,,,,,,,,,,
28066,,,,,,,['Merging (None)'],['Merging (Merger)'],,,,,['Spiral Arms (No)'],['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (cannot tell)'],['Central Bulge (Small)'],['Central Bulge (None)']
28067,,,,,,,,,,,,,,,,,,,,
28068,,,,,,,,,,,,,,,,,,,,
28069,['Featured or Disk'],['Smooth'],,['Round'],['Edge On Disk (No)'],,['Merging (Minor Disturbance)'],['Merging (None)'],,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Large)'],
28070,,,,,,,,,,,,,,,,,,,,
28071,,,,,,,,,,,,,,,,,,,,
28072,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,['Spiral Arms (No)'],['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (2)'],,
28073,,,,,,,['Merging (None)'],['Merging (Minor Disturbance)'],,,,,,,,,,,,
28074,,,,,,,,,,,,,,,,,,,,
28075,,,,,,,,,,,,,,,,,,,,
28076,,,,,,,,,,,,,,,,,,,,
28077,,,,,,,,,,,,,,,,,['Spiral Arms (cannot tell)'],['Spiral Arms (2)'],['Central Bulge (Small)'],['Central Bulge (Moderate)']
28078,['Artifact'],['Smooth'],,['Round'],,,,['Merging (None)'],,,,,,,,,,,,
28079,,,,,,,,,,,,,,,,,,,,
28080,,,,,,,,,,,,,,,,,,,,
28081,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)']
28082,,,,,,,,,,,,,,,,,,,,
28083,,,,,,,,,,,,,,,,,,,,
28084,,,,,,,,,,,,,,,,,,,,
28085,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,['Central Bulge (Small)'],['Central Bulge (None)']
28086,,,,,,,,,,,,,,,,,,,,
28087,,,,,,,,,,,,,,,,,,,,
28088,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (cannot tell)'],,['Central Bulge (Small)']
28089,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
28090,,,,,,,,,,,,,,,,,,,,
28091,,,,,,,,,,,,,,,,,,,,
28092,,,,,,,,,,,['No Bar'],['Weak Bar'],,,['Spiral Winding (Medium)'],['Spiral Winding (Tight)'],,,,
28093,,,,,,,,,,,,,,,['Spiral Winding (Loose)'],['Spiral Winding (Medium)'],,,['Central Bulge (Small)'],['Central Bulge (Moderate)']
28094,['Featured or Disk'],['Smooth'],,['Round'],['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)'],
28095,,,,,,,,,,,,,,,,,,,,
28096,['Featured or Disk'],['Smooth'],,['In Between'],['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Loose)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)'],
28097,,,['Round'],['In Between'],,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
28098,,,,,,,,,,,,,,,,,,,,
28099,,,,,,,,,,,,,,,,,,,,
28100,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28101,,,,,,,,,,,,,,,,,,,,
28102,,,,,,,,,,,,,,,,,,,,
28103,,,,,,,,,,,,,,,,,,,,
28104,,,,,,,,,,,,,,,,,,,,
28105,,,,,,,['Merging (None)'],['Merging (Merger)'],,,,,,,,,,,,
28106,,,,,,,,,,,,,,,,,,,,
28107,,,,,,,,,,,,,,,,,,,,
28108,,,,,,,,,,,,,,,,,,,['Central Bulge (Moderate)'],['Central Bulge (Small)']
28109,,,,,,,,,,,,,,,,,,,,
28110,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28111,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28112,,,,,,,,,,,,,,,,,,,,
28113,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,['Spiral Winding (Medium)'],['Spiral Winding (Tight)'],['Spiral Arms (2)'],['Spiral Arms (cannot tell)'],,
28114,,,,,,,,,,,,,,,,,,,,
28115,,,,,,,,,,,,,,,['Spiral Winding (Tight)'],['Spiral Winding (Medium)'],,,['Central Bulge (Small)'],['Central Bulge (Moderate)']
28116,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
28117,,,,,,,,,,,,,,,,,,,,
28118,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28119,,,,,,,['Merging (None)'],['Merging (Merger)'],,,,,['Spiral Arms (No)'],['Spiral Arms (Yes)'],,['Spiral Winding (Loose)'],,['Spiral Arms (2)'],,
28120,,,,,,,,,,,,,,,,,,,,
28121,,,,,,,,,,,,,,,['Spiral Winding (Medium)'],['Spiral Winding (Loose)'],,,['Central Bulge (Moderate)'],['Central Bulge (Small)']
28122,,,,,,,,,,,['No Bar'],['Weak Bar'],['Spiral Arms (No)'],['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,
28123,,,,,,,,,,,,,,,,,,,,
28124,,,,,,,,,,,,,,,,,,,,
28125,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28126,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (Yes)'],['Merging (None)'],['Merging (Minor Disturbance)'],,['Bulge (None)'],,,,,,,,,,
28127,,,,,,,,,,,,,,,,,,,,
28128,,,,,,,,,,,,,,,,,,,,
28129,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (Yes)'],,,,['Bulge (Rounded)'],,,,,,,,,,
28130,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (Yes)'],,,,['Bulge (Rounded)'],,,,,,,,,,
28131,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],['Merging (Minor Disturbance)'],['Merging (Merger)'],,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Small)']
28132,,,,,,,,,,,,,,,,,,,,
28133,,,,,,,['Merging (Major Disturbance)'],['Merging (None)'],,,,,,,,,['Spiral Arms (2)'],['Spiral Arms (cannot tell)'],,
28134,,,,,,,,,,,,,,,,,,,,
28135,,,,,,,,,,,,,,,['Spiral Winding (Tight)'],['Spiral Winding (Medium)'],['Spiral Arms (cannot tell)'],['Spiral Arms (2)'],,
28136,,,,,,,,,,,,,,,,,,,,
28137,,,,,,,,,,,,,,,,,,,,
28138,,,,,,,,,,,,,,,,,,,,
28139,,,,,,,,,,,,,,,,,,,,
28140,,,,,,,,,,,,,,,,,,,,
28141,['Artifact'],['Featured or Disk'],,,,['Edge On Disk (No)'],,['Merging (Merger)'],,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)']
28142,,,,,,,['Merging (None)'],['Merging (Merger)'],,,,,,,,,,,,
28143,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28144,,,,,,,,,,,,,,,,,,,,
28145,,,,,,,,,,,,,,,,,,,,
28146,['Smooth'],['Featured or Disk'],['Round'],,,['Edge On Disk (No)'],['Merging (Merger)'],['Merging (None)'],,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (cannot tell)'],,['Central Bulge (Moderate)']
28147,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (Yes)'],,,,['Bulge (None)'],,,,,,,,,,
28148,['Featured or Disk'],['Smooth'],,['Cigar Shaped'],['Edge On Disk (Yes)'],,,,['Bulge (Rounded)'],,,,,,,,,,,
28149,,,,,,,,,,,,,,,,,,,,
28150,,,,,,,,,,,,,,,,,,,,
28151,,,,,,,,,,,,,,,,,,,,
28152,['Smooth'],['Artifact'],['Round'],,,,['Merging (None)'],,,,,,,,,,,,,
28153,,,,,,,,,,,,,,,,,,,,
28154,,,,,,,,,,,,,,,,,,,,
28155,,,,,,,,,,,,,,,,,,,,
28156,,,,,,,['Merging (None)'],['Merging (Merger)'],,,,,,,,,,,,
28157,,,,,,,,,,,,,,,,,,,,
28158,,,,,,,,,,,,,,,,,,,,
28159,,,,,,,,,,,,,,,,,,,,
28160,['Featured or Disk'],['Smooth'],,['Round'],['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)'],
28161,,,,,,,,,,,,,,,,,,,,
28162,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['Weak Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)']
28163,,,,,,,,,,,,,,,,,,,,
28164,,,,,,,,,,,,,,,,,,,,
28165,['Smooth'],['Artifact'],['In Between'],,,,['Merging (None)'],,,,,,,,,,,,,
28166,,,,,,,,,,,['Weak Bar'],['No Bar'],,,['Spiral Winding (Medium)'],['Spiral Winding (Tight)'],,,,
28167,,,,,,,,,,,,,,,,,,,,
28168,,,,,,,,,,,,,,,,,,,['Central Bulge (Small)'],['Central Bulge (None)']
28169,,,,,,,,,,,,,,,,,,,,
28170,,,['Cigar Shaped'],['In Between'],,,,,,,,,,,,,,,,
28171,,,,,,,,,['Bulge (Boxy)'],['Bulge (None)'],,,,,,,,,,
28172,,,,,,,,,,,,,,,,,,,,
28173,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28174,,,,,,,,,,,,,,,,,,,,
28175,,,,,,,,,,,,,,,,,,,,
28176,,,,,,,['Merging (None)'],['Merging (Minor Disturbance)'],,,,,,,,,,,,
28177,,,,,,,,,,,,,['Spiral Arms (Yes)'],['Spiral Arms (No)'],['Spiral Winding (Tight)'],,['Spiral Arms (cannot tell)'],,['Central Bulge (Large)'],['Central Bulge (Moderate)']
28178,,,,,,,,,,,,,,,,,,,,
28179,,,,,,,,,,,,,,,,,,,,
28180,,,,,,,,,,,,,,,,,,,,
28181,,,,,,,,,,,,,,,,,,,,
28182,,,,,,,['Merging (None)'],['Merging (Minor Disturbance)'],,,,,,,,,,,,
28183,,,,,,,,,,,,,,,,,,,,
28184,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (2)'],,['Central Bulge (Small)']
28185,['Featured or Disk'],['Smooth'],,['In Between'],['Edge On Disk (Yes)'],,,,['Bulge (Rounded)'],,,,,,,,,,,
28186,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
28187,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
28188,,,,,,,,,,,,,,,,,,,,
28189,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
28190,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28191,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
28192,,,,,,,,,,,,,,,,,,,,
28193,,,,,,,,,,,,,,,,,,,,
28194,,,,,,,['Merging (Merger)'],['Merging (Minor Disturbance)'],,,,,,,,,,,['Central Bulge (None)'],['Central Bulge (Moderate)']
28195,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
28196,,,,,,,,,,,,,,,,,,,,
28197,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,['Central Bulge (Small)']
28198,,,,,,,,,,,,,,,,,,,,
28199,['Smooth'],['Featured or Disk'],['Round'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)']
28200,,,,,,,,,,,,,,,,,,,,
28201,,,,,,,,,,,,,,,,,,,,
28202,,,,,,,,,,,,,,,,,,,,
28203,,,,,,,,,,,,,,,,,,,,
28204,,,,,,,,,,,,,,,,,,,,
28205,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28206,,,['Cigar Shaped'],['In Between'],,,,,,,,,,,,,,,,
28207,,,['Round'],['In Between'],,,,,,,,,,,,,,,,
28208,,,,,,,,,,,,,,,,,,,,
28209,,,,,,,,,,,,,,,,,,,,
28210,['Smooth'],['Featured or Disk'],['Round'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)']
28211,,,,,,,,,,,,,,,,,,,,
28212,,,,,,,,,,,,,,,,,,,,
28213,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,['No Bar'],['Weak Bar'],,,,,,,,
28214,,,,,,,,,,,,,,,,,,,,
28215,,,,,,,,,,,,,,,,,,,,
28216,,,,,,,,,,,,,,,,,,,,
28217,,,,,,,,,,,,,,,,,,,,
28218,,,,,,,,,,,,,,,,,,,,
28219,,,,,,,,,,,,,,,,,,,,
28220,,,,,,,,,,,,,,,,,,,,
28221,['Featured or Disk'],['Smooth'],,['Cigar Shaped'],['Edge On Disk (Yes)'],,,,['Bulge (None)'],,,,,,,,,,,
28222,,,,,,,,,,,['No Bar'],['Strong Bar'],,,,,,,,
28223,,,,,,,,,,,,,,,,,,,,
28224,,,,,,,,,,,,,,,,,,,,
28225,,,,,,,,,,,,,,,,,,,,
28226,,,,,,,,,,,,,,,,,,,,
28227,,,,,,,,,,,,,['Spiral Arms (No)'],['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (2)'],,
28228,,,['Cigar Shaped'],['In Between'],,,,,,,,,,,,,,,,
28229,['Featured or Disk'],['Smooth'],,['Round'],['Edge On Disk (No)'],,['Merging (Merger)'],['Merging (Minor Disturbance)'],,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Small)'],
28230,,,,,,,,,,,,,,,,,,,,
28231,['Featured or Disk'],['Smooth'],,['In Between'],['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Large)'],
28232,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
28233,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
28234,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (None)']
28235,,,,,,,,,,,,,,,['Spiral Winding (Medium)'],['Spiral Winding (Tight)'],['Spiral Arms (2)'],['Spiral Arms (cannot tell)'],,
28236,,,,,,,,,,,,,,,,,,,,
28237,,,,,,,,,,,,,,,['Spiral Winding (Tight)'],['Spiral Winding (Medium)'],['Spiral Arms (1)'],['Spiral Arms (2)'],,
28238,,,,,,,,,,,,,,,,,,,,
28239,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
28240,,,['Round'],['In Between'],,,,,,,,,,,,,,,,
28241,,,,,,,,,,,,,,,,,,,,
28242,,,,,,,,,,,,,,,,,,,,
28243,,,,,,,,,,,,,,,,,,,,
28244,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (Yes)'],,,,['Bulge (None)'],,,,,,,,,,
28245,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
28246,['Smooth'],['Artifact'],['Round'],,,,['Merging (Minor Disturbance)'],,,,,,,,,,,,,
28247,,,,,,,,,,,,,,,,,,,,
28248,['Smooth'],['Featured or Disk'],['Round'],,,['Edge On Disk (No)'],,,,,,['Weak Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (cannot tell)'],,['Central Bulge (None)']
28249,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
28250,['Featured or Disk'],['Smooth'],,['Round'],['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Small)'],
28251,,,,,,,,,,,,,,,,,,,,
28252,,,,,,,['Merging (Minor Disturbance)'],['Merging (Merger)'],['Bulge (None)'],['Bulge (Rounded)'],,,,,,,,,,
28253,,,,,,,,,,,,,,,,,,,,
28254,,,,,,,,,,,,,,,,,,,,
28255,,,,,,,,,,,,,,,,,,,,
28256,,,,,,,,,,,['Strong Bar'],['Weak Bar'],,,['Spiral Winding (Tight)'],['Spiral Winding (Medium)'],,,,
28257,,,,,,,,,,,,,,,,,,,['Central Bulge (Small)'],['Central Bulge (Moderate)']
28258,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (Yes)'],,,,['Bulge (Rounded)'],,,,,,,,,,
28259,,,,,,,,,,,,,,,,,,,,
28260,,,,,,,,,,,,,,,,,,,,
28261,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,['Spiral Winding (Tight)'],['Spiral Winding (Medium)'],['Spiral Arms (cannot tell)'],['Spiral Arms (2)'],['Central Bulge (Moderate)'],['Central Bulge (Small)']
28262,,,,,,,,,,,,,,,,,['Spiral Arms (4)'],['Spiral Arms (3)'],,
28263,,,,,,,,,,,,,,,,,,,,
28264,,,,,,,,,,,,,,,,,,,,
28265,['Smooth'],['Artifact'],['Round'],,,,['Merging (Merger)'],,,,,,,,,,,,,
28266,,,,,,,,,,,,,,,,,,,,
28267,,,,,,,,,,,,,,,,,,,['Central Bulge (Small)'],['Central Bulge (None)']
28268,,,,,,,,,,,,,,,,,,,,
28269,,,,,,,,,,,,,,,,,,,,
28270,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28271,,,,,,,,,,,,,['Spiral Arms (No)'],['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,
28272,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
28273,,,,,,,,,,,,,,,,,,,,
28274,,,,,,,,,,,,,,,,,,,,
28275,,,,,,,,,,,,,,,,,,,,
28276,['Smooth'],['Featured or Disk'],['Round'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)']
28277,,,,,,,['Merging (Merger)'],['Merging (Minor Disturbance)'],,,,,,,,,,,,
28278,,,,,,,,,,,,,,,,,,,,
